name,compiler,type,threads,input,sgxmem,sgxtime,mpxbtnum,maxsize,time,mpxerrors,user_time,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches,sys_time
histogram,gcc,mpx,1,native,,,,1375500,2.4,,2.37,21640,0,1,6,0.02
string_match,gcc,mpx,1,native,,,,530480,5.01,,5.0,8465,0,1,10,0.0
string_match,gcc,mpx,1,native,,,,530656,5.08,,5.07,8459,0,1,11,0.01
string_match,gcc,mpx,1,native,,,,532724,5.18,,5.17,8459,0,1,11,0.01
string_match,gcc,mpx,1,native,,,,530508,5.06,,5.04,8459,0,1,11,0.01
string_match,gcc,mpx,1,native,,,,532596,5.01,,5.0,8462,0,1,14,0.01
string_match,gcc,mpx,1,native,,,,530508,5.06,,5.06,8461,0,1,12,0.0
string_match,gcc,mpx,1,native,,,,532596,5.05,,5.04,8463,0,1,12,0.01
string_match,gcc,mpx,1,native,,,,532660,5.06,,5.05,8460,0,1,11,0.01
string_match,gcc,mpx,1,native,,,,532480,5.06,,5.05,8462,0,1,10,0.01
string_match,gcc,mpx,1,native,,,,530532,5.06,,5.04,8458,0,1,13,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530596,0.55,,0.53,8460,0,1,4,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530592,0.55,,0.53,8458,0,1,2,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530800,0.56,,0.54,8459,0,1,3,0.01
linear_regression,gcc,mpx_only_write,1,native,,,,530684,0.55,,0.53,8458,0,1,2,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530756,0.55,,0.54,8457,0,1,4,0.0
linear_regression,gcc,mpx_only_write,1,native,,,,530776,0.55,,0.52,8460,0,1,2,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530756,0.55,,0.53,8458,0,1,4,0.02
linear_regression,gcc,mpx_only_write,1,native,,,,530568,0.55,,0.54,8461,0,1,4,0.01
linear_regression,gcc,mpx_only_write,1,native,,,,530584,0.55,,0.54,8462,0,1,4,0.0
linear_regression,gcc,mpx_only_write,1,native,,,,530712,0.55,,0.53,8461,0,1,3,0.02
histogram,gcc,mpx_only_write,1,native,,,,1375396,1.08,,1.04,21640,0,1,4,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375404,1.08,,1.03,21640,0,1,4,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375368,1.08,,1.03,21642,0,1,3,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375416,1.08,,1.04,21643,0,1,4,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375416,1.07,,1.03,21640,0,1,4,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375392,1.07,,1.04,21642,0,1,5,0.03
histogram,gcc,mpx_only_write,1,native,,,,1375364,1.08,,1.04,21641,0,1,3,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375336,1.07,,1.04,21641,0,1,4,0.03
histogram,gcc,mpx_only_write,1,native,,,,1375436,1.08,,1.04,21639,0,1,8,0.04
histogram,gcc,mpx_only_write,1,native,,,,1375388,1.07,,1.04,21641,0,1,3,0.03
string_match,gcc,mpx_only_write,1,native,,,,530652,4.14,,4.12,8460,0,1,9,0.01
string_match,gcc,mpx_only_write,1,native,,,,530504,4.14,,4.1,8464,0,1,11,0.03
string_match,gcc,mpx_only_write,1,native,,,,532680,4.15,,4.13,8460,0,1,12,0.02
string_match,gcc,mpx_only_write,1,native,,,,530660,4.14,,4.12,8461,0,1,11,0.02
string_match,gcc,mpx_only_write,1,native,,,,532448,4.14,,4.12,8464,0,1,10,0.01
string_match,gcc,mpx_only_write,1,native,,,,530448,4.14,,4.11,8464,0,1,12,0.02
string_match,gcc,mpx_only_write,1,native,,,,530432,4.4,,4.39,8463,0,1,12,0.01
string_match,gcc,mpx_only_write,1,native,,,,530376,4.3,,4.28,8465,0,1,10,0.01
string_match,gcc,mpx_only_write,1,native,,,,530552,4.3,,4.26,8464,0,1,13,0.03
string_match,gcc,mpx_only_write,1,native,,,,530660,4.29,,4.28,8460,0,1,11,0.0
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530640,1.38,,1.34,8461,0,1,6,0.03
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530604,1.38,,1.37,8462,0,1,4,0.0
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530756,1.38,,1.35,8457,0,1,5,0.02
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530616,1.38,,1.36,8463,0,1,5,0.02
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530648,1.38,,1.35,8457,0,1,4,0.02
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530776,1.38,,1.36,8460,0,1,6,0.01
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530776,1.38,,1.36,8461,0,1,4,0.01
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530716,1.38,,1.36,8459,0,1,4,0.01
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530524,1.38,,1.36,8462,0,1,5,0.02
linear_regression,gcc,mpx_no_narrow_bounds,1,native,,,,530596,1.38,,1.36,8457,0,1,4,0.01
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375456,2.4,,2.36,21639,0,1,6,0.03
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375444,2.4,,2.34,21640,0,1,5,0.05
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375480,2.4,,2.35,21639,0,1,9,0.04
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375504,2.4,,2.34,21641,0,1,6,0.05
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375372,2.4,,2.36,21639,0,1,7,0.04
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375444,2.4,,2.34,21640,0,1,6,0.05
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375424,2.4,,2.36,21638,0,1,7,0.04
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375424,2.4,,2.35,21640,0,1,9,0.04
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375520,2.4,,2.36,21639,0,1,5,0.04
histogram,gcc,mpx_no_narrow_bounds,1,native,,,,1375372,2.4,,2.36,21643,0,1,9,0.03
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,532608,5.05,,5.03,8462,0,1,11,0.02
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,530680,5.06,,5.06,8462,0,1,11,0.0
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,530552,5.18,,5.16,8462,0,1,10,0.01
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,532660,5.06,,5.04,8462,0,1,11,0.02
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,530440,5.17,,5.15,8462,0,1,11,0.02
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,530380,5.06,,5.05,8465,0,1,11,0.01
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,530380,5.11,,5.09,8464,0,1,12,0.02
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,532596,5.07,,5.06,8459,0,1,10,0.01
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,532616,5.1,,5.08,8457,0,1,12,0.01
string_match,gcc,mpx_no_narrow_bounds,1,native,,,,532680,5.06,,5.04,8459,0,1,12,0.01
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530736,0.55,,0.54,8459,0,1,4,0.0
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530568,0.55,,0.54,8461,0,1,2,0.0
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530696,0.55,,0.54,8464,0,1,4,0.0
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530604,0.55,,0.53,8460,0,1,4,0.02
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530568,0.55,,0.54,8462,0,1,2,0.0
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530772,0.55,,0.51,8460,0,1,3,0.04
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530580,0.55,,0.53,8460,0,1,2,0.02
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530568,0.55,,0.53,8459,0,1,4,0.02
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530672,0.55,,0.52,8460,0,1,2,0.02
linear_regression,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530604,0.55,,0.52,8461,0,1,5,0.02
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375456,1.07,,1.03,21638,0,1,4,0.04
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375388,1.08,,1.03,21639,0,1,5,0.04
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375372,1.07,,1.02,21642,0,1,4,0.04
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375392,1.08,,1.01,21642,0,1,4,0.06
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375456,1.08,,1.02,21639,0,1,3,0.05
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375480,1.08,,1.02,21642,0,1,5,0.05
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375524,1.08,,1.04,21638,0,1,5,0.03
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375484,1.08,,1.04,21640,0,1,3,0.04
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375388,1.08,,1.01,21637,0,1,4,0.06
histogram,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,1375336,1.08,,1.04,21640,0,1,4,0.03
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530416,4.15,,4.13,8462,0,1,9,0.02
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530656,4.16,,4.14,8461,0,1,11,0.01
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530436,4.19,,4.17,8461,0,1,12,0.02
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530660,4.14,,4.13,8461,0,1,10,0.0
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,532444,4.14,,4.1,8463,0,1,10,0.03
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,530472,4.15,,4.13,8465,0,1,13,0.02
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,532640,4.57,,4.54,8461,0,1,11,0.02
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,532552,4.14,,4.12,8460,0,1,12,0.02
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,532448,4.14,,4.12,8463,0,1,11,0.01
string_match,gcc,mpx_no_narrow_bounds_only_write,1,native,,,,532704,4.15,,4.14,8464,0,1,13,0.0
linear_regression,icc,mpx,1,native,,,,530792,0.45,,0.44,8466,0,1,5,0.0
linear_regression,icc,mpx,1,native,,,,530796,0.44,,0.42,8468,0,1,2,0.02
linear_regression,icc,mpx,1,native,,,,532844,0.45,,0.43,8467,0,1,4,0.01
linear_regression,icc,mpx,1,native,,,,532824,0.45,,0.43,8469,0,1,2,0.01
linear_regression,icc,mpx,1,native,,,,532824,0.45,,0.44,8466,0,1,5,0.01
linear_regression,icc,mpx,1,native,,,,532812,0.45,,0.44,8471,0,1,2,0.01
linear_regression,icc,mpx,1,native,,,,530664,0.45,,0.43,8468,0,1,3,0.01
linear_regression,icc,mpx,1,native,,,,532684,0.45,,0.43,8472,0,1,2,0.01
linear_regression,icc,mpx,1,native,,,,532780,0.45,,0.43,8468,0,1,4,0.01
linear_regression,icc,mpx,1,native,,,,532828,0.45,,0.44,8473,0,1,4,0.0
histogram,icc,mpx,1,native,,,,1375480,1.05,,1.01,21652,0,1,4,0.04
histogram,icc,mpx,1,native,,,,1375480,1.06,,1.02,21650,0,1,3,0.03
histogram,icc,mpx,1,native,,,,1377560,1.06,,1.03,21651,0,1,5,0.02
histogram,icc,mpx,1,native,,,,1375524,1.06,,1.02,21645,0,1,5,0.03
histogram,icc,mpx,1,native,,,,1375524,1.06,,1.02,21648,0,1,5,0.04
histogram,icc,mpx,1,native,,,,1375416,1.05,,1.02,21648,0,1,4,0.02
histogram,icc,mpx,1,native,,,,1377528,1.06,,1.02,21647,0,1,6,0.04
histogram,icc,mpx,1,native,,,,1377452,1.06,,1.0,21649,0,1,5,0.05
histogram,icc,mpx,1,native,,,,1377560,1.05,,1.01,21652,0,1,3,0.04
histogram,icc,mpx,1,native,,,,1377468,1.05,,1.0,21649,0,1,5,0.04
string_match,icc,mpx,1,native,,,,532748,7.39,,7.37,8470,0,1,16,0.01
string_match,icc,mpx,1,native,,,,530656,7.39,,7.36,8468,0,1,18,0.02
string_match,icc,mpx,1,native,,,,532660,7.42,,7.38,8471,0,1,17,0.03
string_match,icc,mpx,1,native,,,,530656,7.43,,7.41,8466,0,1,18,0.02
string_match,icc,mpx,1,native,,,,530672,7.39,,7.38,8467,0,1,18,0.0
string_match,icc,mpx,1,native,,,,530596,7.37,,7.36,8469,0,1,16,0.01
string_match,icc,mpx,1,native,,,,530556,7.3,,7.29,8469,0,1,14,0.0
string_match,icc,mpx,1,native,,,,530676,7.39,,7.36,8471,0,1,16,0.02
string_match,icc,mpx,1,native,,,,530612,7.4,,7.38,8466,0,1,17,0.02
string_match,icc,mpx,1,native,,,,532660,7.4,,7.38,8469,0,1,17,0.02
linear_regression,icc,mpx_only_write,1,native,,,,530716,0.38,,0.37,8470,0,1,4,0.0
linear_regression,icc,mpx_only_write,1,native,,,,532776,0.38,,0.37,8470,0,1,2,0.01
linear_regression,icc,mpx_only_write,1,native,,,,532816,0.38,,0.37,8468,0,1,3,0.0
linear_regression,icc,mpx_only_write,1,native,,,,530748,0.38,,0.36,8471,0,1,3,0.02
linear_regression,icc,mpx_only_write,1,native,,,,532800,0.38,,0.36,8471,0,1,3,0.02
linear_regression,icc,mpx_only_write,1,native,,,,532832,0.38,,0.36,8467,0,1,4,0.01
linear_regression,icc,mpx_only_write,1,native,,,,532804,0.38,,0.35,8472,0,1,2,0.02
linear_regression,icc,mpx_only_write,1,native,,,,530808,0.38,,0.36,8470,0,1,3,0.01
linear_regression,icc,mpx_only_write,1,native,,,,532776,0.38,,0.36,8471,0,1,3,0.01
linear_regression,icc,mpx_only_write,1,native,,,,532780,0.38,,0.37,8468,0,1,2,0.01
histogram,icc,mpx_only_write,1,native,,,,1377540,0.94,,0.9,21647,0,1,3,0.04
histogram,icc,mpx_only_write,1,native,,,,1377600,0.94,,0.88,21651,0,1,4,0.06
histogram,icc,mpx_only_write,1,native,,,,1377516,0.94,,0.89,21651,0,1,4,0.04
histogram,icc,mpx_only_write,1,native,,,,1375400,0.94,,0.89,21651,0,1,4,0.04
histogram,icc,mpx_only_write,1,native,,,,1375508,0.94,,0.89,21652,0,1,4,0.04
histogram,icc,mpx_only_write,1,native,,,,1375460,0.94,,0.89,21649,0,1,5,0.04
histogram,icc,mpx_only_write,1,native,,,,1377552,0.94,,0.89,21652,0,1,6,0.04
histogram,icc,mpx_only_write,1,native,,,,1375372,0.94,,0.91,21649,0,1,5,0.02
histogram,icc,mpx_only_write,1,native,,,,1375508,0.94,,0.9,21652,0,1,3,0.04
histogram,icc,mpx_only_write,1,native,,,,1377440,0.94,,0.91,21652,0,1,5,0.03
string_match,icc,mpx_only_write,1,native,,,,530652,4.14,,4.12,8467,0,1,11,0.02
string_match,icc,mpx_only_write,1,native,,,,532740,4.12,,4.1,8471,0,1,11,0.01
string_match,icc,mpx_only_write,1,native,,,,532636,4.12,,4.11,8470,0,1,12,0.0
string_match,icc,mpx_only_write,1,native,,,,530528,4.13,,4.12,8471,0,1,9,0.0
string_match,icc,mpx_only_write,1,native,,,,530624,4.11,,4.09,8471,0,1,10,0.02
string_match,icc,mpx_only_write,1,native,,,,530592,4.12,,4.1,8469,0,1,11,0.02
string_match,icc,mpx_only_write,1,native,,,,532572,4.25,,4.24,8469,0,1,12,0.01
string_match,icc,mpx_only_write,1,native,,,,530668,4.12,,4.1,8467,0,1,9,0.01
string_match,icc,mpx_only_write,1,native,,,,530672,4.11,,4.1,8469,0,1,12,0.01
string_match,icc,mpx_only_write,1,native,,,,530572,4.12,,4.08,8468,0,1,13,0.03
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532828,0.45,,0.44,8468,0,1,2,0.0
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532824,0.45,,0.44,8468,0,1,3,0.0
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532844,0.45,,0.43,8471,0,1,3,0.01
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532764,0.45,,0.43,8471,0,1,4,0.01
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,530748,0.46,,0.44,8473,0,1,4,0.01
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,530680,0.44,,0.44,8468,0,1,3,0.0
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532864,0.45,,0.42,8468,0,1,3,0.03
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532744,0.45,,0.44,8472,0,1,5,0.0
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,530776,0.45,,0.43,8469,0,1,2,0.01
linear_regression,icc,mpx_no_narrow_bounds,1,native,,,,532888,0.45,,0.43,8469,0,1,4,0.01
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375468,1.05,,1.0,21651,0,1,5,0.05
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1377548,1.05,,0.99,21647,0,1,5,0.06
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1377460,1.05,,1.02,21648,0,1,4,0.03
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375404,1.05,,1.01,21650,0,1,4,0.04
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1377592,1.05,,1.01,21651,0,1,4,0.04
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375480,1.05,,1.01,21652,0,1,4,0.04
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375420,1.05,,1.01,21647,0,1,3,0.04
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375544,1.06,,1.02,21649,0,1,4,0.03
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375504,1.05,,1.02,21647,0,1,4,0.03
histogram,icc,mpx_no_narrow_bounds,1,native,,,,1375416,1.05,,1.02,21651,0,1,5,0.03
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530596,7.4,,7.38,8471,0,1,14,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,532720,7.41,,7.39,8470,0,1,14,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530676,7.4,,7.38,8470,0,1,18,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530700,7.41,,7.4,8471,0,1,16,0.0
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530656,7.4,,7.38,8469,0,1,18,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,532700,7.37,,7.35,8469,0,1,17,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530612,7.39,,7.38,8470,0,1,16,0.01
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530656,7.38,,7.38,8469,0,1,17,0.0
string_match,icc,mpx_no_narrow_bounds,1,native,,,,532576,7.39,,7.38,8471,0,1,15,0.0
string_match,icc,mpx_no_narrow_bounds,1,native,,,,530692,7.36,,7.35,8469,0,1,16,0.01
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532720,0.38,,0.37,8470,0,1,2,0.01
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,530692,0.38,,0.35,8471,0,1,4,0.02
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532780,0.38,,0.36,8465,0,1,2,0.01
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,530728,0.38,,0.36,8469,0,1,5,0.01
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532816,0.4,,0.39,8468,0,1,3,0.01
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532856,0.38,,0.35,8470,0,1,2,0.03
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,530640,0.38,,0.35,8471,0,1,3,0.02
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,530760,0.38,,0.37,8472,0,1,3,0.0
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532736,0.38,,0.36,8469,0,1,5,0.02
linear_regression,icc,mpx_no_narrow_bounds_only_write,1,native,,,,532692,0.38,,0.35,8470,0,1,2,0.02
histogram,icc,mpx_no_narrow_bounds_only_write,1,native,,,,1377620,0.94,,0.9,21647,0,1,4,0.04
